-2.3000,Argument must be a number > 0
-2.1000,Argument must be a number > 0
-1.9000,Argument must be a number > 0
-1.7000,Argument must be a number > 0
-1.5000,Argument must be a number > 0
-1.3000,Argument must be a number > 0
-1.1000,Argument must be a number > 0
-0.9000,Argument must be a number > 0
-0.7000,Argument must be a number > 0
-0.5000,Argument must be a number > 0
-0.3000,Argument must be a number > 0
-0.1000,Argument must be a number > 0
0.10000000,-3.31952118
0.30000000,-1.73571063
0.50000000,-0.99927758
0.70000000,-0.51420175
0.90000000,-0.15189345
1.10000000,0.13740434
1.30000000,0.37823846
1.50000000,0.58454019
1.70000000,0.76498221
1.90000000,0.92533224
2.10000000,1.06961804
2.30000000,1.20076765
2.50000000,1.32097466
2.70000000,1.43192589
2.90000000,1.53494551
3.10000000,1.63109214
3.30000000,1.72122393
3.50000000,1.80605161
3.70000000,1.88616373
3.90000000,1.96205874
4.10000000,2.03415706
4.30000000,2.10281897
4.50000000,2.16836010
4.70000000,2.23105055
4.90000000,2.29112901
