-2.3000,Argument must be a number > 0
-2.1000,Argument must be a number > 0
-1.9000,Argument must be a number > 0
-1.7000,Argument must be a number > 0
-1.5000,Argument must be a number > 0
-1.3000,Argument must be a number > 0
-1.1000,Argument must be a number > 0
-0.9000,Argument must be a number > 0
-0.7000,Argument must be a number > 0
-0.5000,Argument must be a number > 0
-0.3000,Argument must be a number > 0
-0.1000,Argument must be a number > 0
0.10000000,-1.43022729
0.30000000,-0.74783698
0.50000000,-0.43054223
0.70000000,-0.22154562
0.90000000,-0.06544382
1.10000000,0.05920114
1.30000000,0.16296536
1.50000000,0.25185118
1.70000000,0.32959526
1.90000000,0.39868263
2.10000000,0.46084866
2.30000000,0.51735493
2.50000000,0.56914655
2.70000000,0.61695027
2.90000000,0.66133663
3.10000000,0.70276174
3.30000000,0.74159534
3.50000000,0.77814364
3.70000000,0.81266023
3.90000000,0.84535986
4.10000000,0.87642367
4.30000000,0.90600689
4.50000000,0.93424552
4.70000000,0.96125592
4.90000000,0.98714093
