-2.3000,Argument must be a number > 0
-2.1000,Argument must be a number > 0
-1.9000,Argument must be a number > 0
-1.7000,Argument must be a number > 0
-1.5000,Argument must be a number > 0
-1.3000,Argument must be a number > 0
-1.1000,Argument must be a number > 0
-0.9000,Argument must be a number > 0
-0.7000,Argument must be a number > 0
-0.5000,Argument must be a number > 0
-0.3000,Argument must be a number > 0
-0.1000,Argument must be a number > 0
0.10000000,-0.99977949
0.30000000,-0.52276452
0.50000000,-0.30096426
0.70000000,-0.15486823
0.90000000,-0.04574755
1.10000000,0.04138369
1.30000000,0.11391856
1.50000000,0.17605289
1.70000000,0.23039875
1.90000000,0.27869327
2.10000000,0.32214953
2.30000000,0.36164941
2.50000000,0.39785358
2.70000000,0.43127007
2.90000000,0.46229771
3.10000000,0.49125533
3.30000000,0.51840139
3.50000000,0.54394994
3.70000000,0.56807826
3.90000000,0.59093646
4.10000000,0.61265116
4.30000000,0.63333088
4.50000000,0.65307068
4.70000000,0.67195191
4.90000000,0.69004645
